entry,translation,predicted_cluster
"
`erich maria remarque`'nin romanından uyarlamanın yeniden çevriminin yeniden çevrimi. filmi böyle tanımlamamın nedeni kulaktan kulağa oyununa benzetmem. biliyorsunuz bu oyunda kelimeyi kulaktan kulağa taşırken amaç son kulağa doğru şekilde ulaştırmaktır fakat bu yolculuk esnasında çoğu zaman kelimeler değişir ve ortaya bambaşka hatta alakasız kelimeler çıkabilir.<br/><br/>işte bu uyarlamanın başına da gelen aynı şey. uyarlanan kitabın ve buna ideal olarak sadık olan ilk filmin amacı toplumun tabanına dek yayılmış (bilhassa erkek egemenliğindeki) savaş çığırtkanlığını, içi boş milliyetçiliği, kötü savaş koşullarını eleştirirken insan yaşamını yüceltmesi idi. bu filmde bize kalan ise sadece savaş alanını olabildiğince gerçekçi tasvir etmek ve ölümlerin günahını birkaç rütbeli ismin üzerine atarak savaş karşıtı bir fikri ileri sürmek.<br/><br/>bu tercihteki kolaycılığı affetsek bile yine ortada kıyas götüremeyecek bir fark görüyoruz. 1930 yapımı film neredeyse yüz yıllık olmasına rağmen olabildiğince cesur, zamanının da ötesinde, devrim niteliğinde bir yapımdı. 2022 versiyonu ise bütün kusurları görmezden gelindiğinde bile günümüz savaş filmleri içerisinde sıradan bir savaş karşıtı film olmanın ötesine gidemiyor. politik doğruculuk hastalığından mıdır yoksa korkaklık mıdır gerçek neden bilmek zor ama bu filmle anlaşılmıştır ki 1930 yapımı film sadece kendi zamanının değil, günümüzün de ötesinde cesur bir eser, yüz yıl sonra sinemada böylesine bir otosansür uygulanıyorsa.<br/><br/>bunlara ek olarak ilk filmde değinilen gıda ve barınma sorunları olsun, arkadaşların birbirleriyle olan bağları olsun, insanların asker olunca sivil hayattakinden bambaşka birine dönüşmeleri olsun tamamen üstünkörü anlatılmış. tek öncelik bitmeyen bir savaş kabusu yaratmak olmuş. bunu kotarıyor mu derseniz, hem de sonuna kadar. hele ki oyunculardan alınan performansla savaşın stresini iliklerinize kadar hissettiriyor. özellikle de kuyudaki düşman askeri ile bire bir mücadele çok sarsıcı idi ve belki de ilk filmden daha iyi olan nadir anlardandı. gelgelelim, yukarıda da değindiğim gibi bunlar onu günümüzün savaş karşıtı filmler kervanının sıradan bir üyesi yapıyor. 2022 yılında artık bu cesur ana fikrin üzerine daha da yeni malzemeler ekleyip geliştirmeleri gerekirken tam tersine malzemeden çalıp savaş eleştirisini bu kadar basitleştirmeleri benim için hayal kırıklığına neden oldu. filmin en iyi yanı ilk filmi izleyenlere tekrar izlemeleri, hiç izlemeyenlere ise keşfetmeleri için bir vesile olması olabilir.&#13;
  ","The re -cycle of the adaptation of the novel `Erich Maria Remarque.The reason I define the film like this is not like to make it like a game from ear to ear.As you know, the purpose of carrying the word from ear to ear in this game is to reach the last ear, but during this journey, the words often change and can come out different or even irrelevant. <br/> <br/> That's the same thing that happens to this adaptation.The aim of the book adapted and the first film that was ideally loyal to it was that it was spread to the base of the society (especially under male domination) war, its empty nationalism, and its glorification of human life while criticizing the conditions of bad war.In this film, it is only to describe the battlefield as realistic as possible and to put forward an anti -war idea by throwing the sin of deaths on a few ranking names.Although the 1930 film was almost a hundred years old",1
"
    ilk filmin izlemedim ve kitabı okumadım ama pek çok savaş filmi izlemiş biri olarak daha iyi olabileceği görüşündeyim. hatta bu filmin üstüne ilkini daha çok merak ettim. <br/><br/>kadrajlar gayet güzel ve müzik de aynı şekilde, ancak daha da vurucu anlatılabilirdi. batı cephesinde hiçbirşeyin değişmediğini arada ayların gectiğini ifade eden yazıdan ve askerlerin aynı alanda (siper, yakında çiftlik evi vs.) bulunmasından anladık. arka tarafta komutanların konusmasında ölü sayısı yerine hatta ne olduğu, neyi izledikleri anlatılabilirdi. filmin adı tek bir diyalogda bile geçmedi. komutanlar arasında yada cepheden şu haberin güzel bi sekansa akışı bile amaca hizmet ederdi. bununla birlikte tanklar ve alev silahları olan sahne gerçekten ürperticiydi. bir ürpertici olansa generalin sondaki atağıydı. bir sayı olmak, önemsiz olmak, hırs, ego herşey kusulmuş.<br/><br/>yine de güzel ve öne çıkan bir netflix yapımı olmuş. alman gözünden 1. dünya savaşını izlemek sanki bir boşluğun doldurulmasını sağlamış.&#13;
  ","I didn't watch the first film and I didn't read the book, but as someone who has watched many war films, I think it could be better.In fact, I was more curious about the first on this movie.<br/> <br/> Fractions are very good and music could be described in the same way, but even more striking.We understood from the text that stated that the months had passed on the western front and that the soldiers were present in the same area (trenches, farm house, etc.).In the back of the commanders, the number of dead, even what it was, what they were watching could be explained.The name of the film was not even in a single dialogue.Between the commanders or the façade, even the flow of a beautiful sequence of the news would serve the purpose.However, the scene with tanks and flame weapons was really creepy.What was creepy was the first attack of the general.To be a number, to be insignificant, the ambition, the ego everything is vomited. <br/> <br/> It was still a beautiful and prominent Netflix production.Watching the 1st World War from the German eye is as if a void is filled",1
"
    üniversitede fakirlikten kırılırken tek eglencem kampüs kutuphanesinde bir şeyler okumakti. sinemaya özel bir ilgim var, raoul walsh filmini hep duymusum ama izleyememisim ve kütüphanede eğlence ararken bu kitaba rastlıyorum. o an yaşadığım mutluluga benden başka kimsenin şahit olamaması üzücü çünkü büyük bir mutluluktu. sonra o kütüphanenin bir kosesinde tek günde su gibi içildi bu kitap her sahnesi aklımda canlandırdığı her imge, hala o günkü haliyle zihinimde. böyle bir anım var bu eserle.<br/><br/>edit: lewis milestone&#13;
  ","While breaking poverty at the university, the only fun was to read something in the campus polarhane.I have a special interest in the cinema, I've always heard the Raoul Walsh movie, but I can't watch it and I come across this book while looking for entertainment in the library.It was a sad happiness that no one could witness other than me because it was a great happiness.Then he was drunk like water in one day in a coast of that library.I have such a memory with this work. <br/> <br/> Edit: Lewis Milestone &#13;",1
"
    aşırı iyi film. kitabı okumadım, önceki iki versiyonunu da (1930 ve 1979) izlemedim o yüzden karşılaştırma yapamayacağım ama 2022 çıkışlı alman versiyonu senaryosundan prodüksiyonuna, renklerinden müziklerine on numara film olmuş. hele müziklere bayıldım. atmosferi inanılmaz yükseltiyor.<br/><br/>filmin `netflix` yapımı olması bir nebze önyargı yaratıyor fakat kendi adıma 2022'de izlediğim en iyi film olduğunu söyleyebilirim. hatta bir miktar arttırıyorum: izlediğim en iyi savaş filmlerinden birisi oldu. fazlasıyla benzeştiği `1917`'den falan çok daha iyi. ha tabi `dr. strangelove`'u klasman dışı tutuyorum çünkü bildiğiniz üzere kendisi gelmiş geçmiş en iyi filmlerden birisi.<br/><br/>çok önemli değil ama film en iyi yabancı film oskarını alır. en iyi filmi vermeleri lazımsa da vermezler çünkü yabancı dil filmine en iyi film verme olayını `gisaengchung`'da yaptılar, tekrar yapmazlar o işi.<br/><br/>filmde beni en çok çarpan sahnelere gelirsek;<br/><br/>--- `spoiler` ---<br/>1. filmin açılışındaki askerlerin cephede ölüp kıyafetlerinin toplanması, yıkanıp temizlenmesi ve yeni gelecek askerlere sıfırdan verilmesi.<br/><br/>2. paul'un kıyafetini aldıktan sonra isim etiketini görüp bu başkasının demesi, komutanın etiketi söküp karışıklık olmuş diyerek geçiştirmesi.<br/><br/>3. komple alman general. askerler cephede yiyecek ekmek bulamazken adamın köpeğine yemek vermesi, sıcacık evinde savaşı uzatma çabaları, ""50 senedir savaş yoktu, boşa giden zaman"" demesi, ateşkese rağmen emrindeki askerleri filmin sonunda ölüme göndermesi.<br/><br/>4. fransızlarla ateşkes görüşmesine giden alman heyetinden matthias erzberger (`daniel brühl`) haricinde kimsenin barış tabiri caizse sikinde olmaması, trende yeyip içip sıçmaları.<br/><br/>5. fransız generalin kruvasan taze değil diye askerine fırça kayması.<br/><br/>6. paul'un çukurda fransız askerini süngülemesi, sonra pişman olup adamın kurtarmaya çalışması ve adama sarılıp şoka girmesi.<br/><br/>7. kat'in pisi pisine ölmesi. heralde en çok üzüldüğüm karakter olması.<br/><br/>8. ateşkese 15 dakika varken birbirini öldürmeye çalışan askerler ve ateşkes ilan edildikten sonra savaşmayı bırakmaları. paul'un son saniye ölümü.<br/><br/>9. ölen milyonlarca askerin toplanan künyelerden ve istatistikten ibaret olması, savaşın ne kadar boktan bir şey olduğu ve 20 sene sonra aynı devletlerin tekrar ve daha şiddetli şekilde birbirinin boğazına çökmesi. sadece 20 sene sonra.<br/>--- `spoiler` ---&#13;
  ","Extreme good movie.I did not read the book, I did not watch the previous two versions (1930 and 1979), so I will not be able to compare, but the 2022 version of the German version scenario, production, colors of music was the number ten film.Especially I love the music.It raises the atmosphere incredibly.In fact, I am increasing a little: it was one of the best battle movies I have seen.It is much better than 1917 `or something.ha, of course `dr.I keep Startgelove out of the classroom because as you know, one of the best films ever.Even if they need to give the best film, they do not give the best film to the Foreign Language Film in Gisaengchung `, they do not do it again./> --- `SPOILAR` --- <br/> 1.fi",1
"
    2023 bafta ödüllerinin içinden geçti.en iyi film,en iyi yönetmen,en iyi uyarlama senaryo,en iyi görüntü yönetmeni,en iyi yabancı dilde film,en iyi ses yönetimi,en iyi müzik dalında toplam 7 ödülle gecenin kazananı açık ara kendisi oldu.bu gecenin favorisi açık ara the banshees of ınisherin filmiydi.çünkü hem hem bafta'nın ingiliz film ve oyunculara kıyak geçme geleneği hem de filmin çok büyük oscar adayı oluşu bizi bu fikre kapılmaya itmişti.ancak bir kaç ingiliz ödülü ve oyuncu ödülü dışında bir de en iyi özgün senaryo dalında ödül alabildi sadece ve açık ara gecenin en büyük kaybedeni oldu.gecenin diğer kaybedenleri ise tar ve everything everywhere all at once filmi oldu.özellikle everything everywhere all at once filmi baya ödül beklentisi içinde olunan bir filmdi.fakat en iyi kurgu dışında hiç bir şey alamayarak gecenin en büyük kaybedeni oldu.bakalım batı cephesi abimiz oscarlarda bu ivme ile ne yapacak.bu dakikadan sonra oscar'ın teknik dallardaki adayı değil büyük beklenti duyulan filmi olacaktır.ancak zannederim ki oscar ödüllerinin oylaması çoktan bitti emin değilim.neyse gecenin unutmadan son filmi elvis ise en iyi erkek başrol ve bir kaç makyaj falan ödül ile çok beklenti olmadan gecenin karlı filmlerinden oldu
  ","The 2023 BAFTA awards passed through the best film, the best director, the best adaptation script, the best cinematographer, the best foreign language film, the best sound management, the winner of the night with a total of 7 awards in the best music.The favorite of the night was by far the Banshees of Insherin film. Because BAFTA's tradition of passing by British films and actors and the fact that the film was a very big Oscar nominee pushed us to get caught up in this idea.He was able to receive an award for the original scenario branch and was the biggest loss of the night.It was the biggest loss of the night by not being able to get anything.",1
"
    çok vurucu bir film. artık savaş hakkında bu tarz yapılmış savaş karşıtı filmleri gerçekten görmekten daha çok mutlu oluyorum. sene olmuş 2023 hala savaş oluyor insanlar bu kadar bilinçlenmeye rağmen küçük çıkarlar uğruna savaş çıkarabiliyor. nesiller bu konu hakkında ne kadar çok bilinçlendirilirse ileride savaş olma ihtimali de bu kadar azalır. <br/><br/>--- `spoiler` ---<br/><br/>filmin başlangıç sekansı gerçekten inanılmaz. yönetmen sırf buradan bile en iyi filmi alabilir. devamında çocukların maruz kaldığı propagandayı göstermesi süper. o ortamdaki gereksiz gaz, savaş alanına gidince 180 derece dönüyor. bu adamlar bir de böyle büyük çaplı bir savaşın üzerine bir daha dünya savaşına giriyorlar 20-30 sene sonra ne garip cidden.<br/><br/>inanılmaz bir çatışma ortamından bir anda duraksamaya geçtik. savaş da bitmemişken askerler öyle rahat rahat nasıl takılmaya başladılar orayı hiç anlatmadılar.<br/><br/>ikinci çatışma kısmında, askerin can çekişme sahnesi gerçekten inanılmaz etkileyiciydi. böyle bir oyunculuk yok iki taraftan da. sırf bu sahne ile birlikte hem en iyi erkek oyuncu hem en iyi yardımcı erkek oyuncuyu almalıydılar ki aday bile göstermemişler çok garip. <br/><br/>baştakilerin üst seviye refahta rahat rahat takılıp askerlerin süründüğünü göstermeleri de güzel ayrıntılar. <br/><br/>son çatışmadan önce, yemek çalmaya gidip orda askerin ölmesi çok gereksizdi bence. zaten savaş bitmiş belki de ertesi gün eşinle buluşacaksın ne gerek var yani böyle bir risk almaya. <br/><br/>ateşkesin imzalandığı andan itibaren değil de ertesi gün 11'de başlaması da çok saçma olmuş. o saate kadar neden ateşkes imzalanmıyor? gerçek hayatta böyle olmadıysa baya bir saçma olmuş film kurgusu içinde, eğer gerçek hayatta böyle olduysa bu kararı alanların da kafasına taş atayım. <br/><br/>--- `spoiler` ---<br/><br/>film sonu yazıları bu kadar vurucu bir film üzerine hali hazırda bilinen gerçekleri daha da etkileyici yapıyor. tarihi aslında çok yanlış öğreniyoruz. yok şunla şu savaştı şurayı fethetti şurayı aldı vs diye resmen tarih derslerinde savaş propagandası yapılıyor. orada çekilen acılar, trajediler vs hiç anlatılmıyor. tek bir cephede sadece 3 milyon ölmüş, totalde 17 milyon insan, sadece 1. dünya savaşında. inanılmaz sayılar. <br/><br/>film genel olarak iyiydi ama totalde bir 15-20 dakikalık daha kesintiyle temposunu daha iyi koruyabilirmiş. <br/><br/>9 oscar adaylığından yerinde olmayan bir adaylık göremedim. tam tersine oyunculuktan hiç aday gösterilmemesi tam bir rezillik bence. bu adamlar daha ne oynasın yani. bence ödülü de almalılardı ki aday bile gösterilmemeleri tam akademinin kepazeliği olmuş. onun dışında şimdiye kadar izlediğim filmlerdeki en iyi film ve sinematografi ödüllerine en yakın olan gibi. prodüksiyon ve senaryoda da kapışabilir. görsel efektler de iyiydi ama filmin ön plana çıkan kısmı bu değildi bence. makyaj elvis'te açık ara daha iyiydi, müzik alt dallarında da totalde daha iyi adaylar var. puanım: 8/10.<br/><br/>bunu beğenen bunu da beğenir kontejyanından `1917` ve `dunkirk`'i izlemeyenlere önerebilirim. bu film kadar %100'lük bir savaş karşıtlığı olmasa da, yine de savaşın o trajedi ve tramvasını çok iyi aktarabilen filmler. çekim tekniği ve kurgu olarak da çok benzedikleri için bu filmi beğenenlerin bunları da beğeneceğini düşünüyorum.&#13;
  ","A very striking movie.Now I am more happy to see such anti -war films about war.The year has been 2023 still war, despite being so much awareness, people can warn for the sake of small interests.The more generations are raised on this issue, the more the future of war will be reduced.<br/> <br/> --- `spoiler` --- <br/> <br/> The starting sequence of the film is really incredible.The director can get the best movie even from here.It is super to show the propaganda that children are exposed to.Unnecessary gas in that environment returns 180 degrees when it goes to the battlefield.These men also enter the World War again on such a large-scale war 20-30 years later.When the war was not over, the soldiers started to hang out so easily.",1
"
    ""okulda hic kimse bizlere yagmur ve firtinada bir sigaranin nasil yakilacagini, islak odunun nasil tutusturulacagini ogretmedi. ya da bir sungunun en iyi bicimde karina nasil saplanacagini, sozgelisi, kaburga kemiklerinde oldugu gibi tikilip kalmayacagini bir ogreten cikmadi.""<br/><br/>alinti kitaptan. hani filmde boyle bisey denmedi diyecekler icin pesinen soylemis olayim. <br/><br/>filmde karakter bizle iletisim kurmuyor. en buyuk eksiklik ve bana gore filmi olmamis yapan seyde buydu. 250 sayfayi oldugu gibi film zaten yapamazsin. ama en azindan karakteri konusturmalisin. diger turlu yuzunde daima bi aci ifadesi, beni icine almadi sahsen. dram pornosu oldugunu dusunuyorum.&#13;
  ","""Nobody at school did not teach us how a smoking will be burned in the rain and storm, how wet wood will hold.> AlINTE FROM THE BOOK.You know, I said that the film was not called bisey.<br/> <br/> The character does not communicate with us.This was what made the biggest deficiency and what I had been the film according to me.As you have 250 pages, you can't make the movie anyway.But at least you have to talk about the character.The other turn is always a painful expression, did not take me inside.I think it is drama porn. &#13;",1
"
`saving private ryan` nere bu nere. savaş filmlerine aşina olmayanlar çok beğenebilir belki ama en fazla `vasat` düzeyde. hiç bir karakterin derinliği yok ve bağ kuramıyorsunuz.&#13;
  ","`Saving Private Ryan` is where is this.Those who are not familiar with war films may like it very much, but at most `mediocre` level.No character has depth and you cannot connect. &#13;",1
"
    savaş nedir sorusunun görüntülü cevabı. <br/><br/>heyecan, aksiyon ve holivuudvari bi hikaye arıyorsanız begenmezsiniz. savaş nedir diye bir görsel izlemek isterseniz, mutlaka tavsiye ederim.&#13;
  ","The video answer to the question of what is war.<br/> <br/> If you are looking for a story of excitement, action and Holivuudvari you will not like.If you want to watch a visual as what is war, I would definitely recommend it. &#13;",1
"
    kitabına bayılırım.<br/><br/>bir kaç hafta önce de arkadaşlarım, çok afedersiniz, n*tflix versiyonunu izlemeyi teklif etti; çok direndim ama izledim. öncelikle, fragmanı çok güzeldi. sonralıkla, müziği harikaydı.<br/><br/>film güzel, gerçekten güzel. kitaptan farklılıkları var tabi ancak boku çıkmamış. 4 tane de `oscar` aldı ki ben 3 tanesine (yabancı film, sinematografi ve müzik) kesin gözüyle bakıyordum.<br/><br/>acaba n*tflix tek atımlık bir kurşunla şansı yaver giden bir iş mi yaptı, yoksa devamı da gelecek mi (tabi diğer platformlar da dahil olmak üzere), göreceğiz.&#13;
  ","I love your book.I resisted a lot, but I watched it.First of all, the trailer was very nice.Later, his music was great. <br/> <br/> The film is beautiful, it's really beautiful.There are differences from the book, of course, but no shit came out.I took 4 `Oscars` that I was looking at 3 of them as a certain eye (foreign films, cinematography and music).We will see whether the future (including other platforms),. &#13;",1
"
    savaş filmlerinin altın kuralı olan ""kameranın safında bulunduğu cephe, savaşı mutlaka kazanır"" görüşünü ters yüz eden, etkileyici film.
  ","The impressive film, which revens the view of the Golden rule of war films, ""the front on the side of the camera, must win the war"".",1
"
    filmdeki hiçbir karakterle empati kuramadığımı görmenin buz gibi kesen soğukluğu.. shakespeare'in dediği gibi, hell is empty and all the devils are here.
  ","The cold -cut coldness of seeing that I cannot empathize with any character in the film. As Shakespeare said, Hell is empty and all the devils are here.",1
"
    pek çok sahnesinde beni gerim gerim geren, en sonunda ise boğazımı düğümleyen film olmuştur kendileri. savaşın gerçekte ne anlama geldiğini görmek isteyenler izleyebilir. <br/><br/>--- `spoiler` ---<br/><br/>kat ve paul gerçekten pisi pisine öldüler. ateşkese bu kadar az zaman kala çiftliğe gitme macerası gereksizdi. askerleri son dakikalarda ölüme gönderen alman generale ise ne diyebilirim bilmiyorum. kimileri gerçekten kanla besleniyor. oysa paul daha üniversiteye gidecekti...<br/><br/>--- `spoiler` ---&#13;
  ","They were the film that stretches me in many scenes, and finally knotted my throat.Those who want to see what war actually means.<br/> <br/> --- `spoiler` --- <br/> <br/> Floor and Paul really died of the coat.The adventure of going to the farm was unnecessary.I don't know what I can say if the German general sent the soldiers to death in the last minutes.Some really feed on blood.However, Paul would go to university more ... <br/> <br/> --- `spoiler` --- &#13;",1
"
    almanların ilk oscar ödüllü alan filmi. (dört dalda)<br/><br/>birinci dünya savaşı'nda alman generalin batı cephesinde fransızlara karşı üç beş metre yer daha alacağım diye gencecik çocukları habire savaşa sürmesinin acı hikayesi.<br/><br/>içimiz parçalanarak izledik. çok trajik. çok üzücü. yazık olmuş milyonlarca insana. <br/><br/>(bkz: `batı cephesinde yeni bir şey yok`)&#13;
  ","The Germans are the first Oscar -winning field film.(Four branches) <br/> <br/> In the First World War, the bitter story of the German general's western front of the German general will take three or five meters more space against the French. <br/> <br/>Very tragic.so sad.It was a pity for millions of people.<br/> <br/> (see `There is nothing new on the western front) &#13;",1
"
    sinematografi anlamında gerçek bir şaheser. her planını tek tek alıp sinematografi dersinde incelersin. <br/><br/>oluşturulan kompozisyonlar ve ışık kullanımı muazzam. fakat son yıllarda color correction anlamında izlediğim en iyi film. özellikle kontrastın bu kadar yoğun oluşu her detayın gözümüze batmasını sağlıyor. <br/><br/>makyaj, kostüm ve sanat tasarımı bu sinematografik evrenin daha da efsaneleşmesinin en büyük destekçisi. onlar olmasa sadece iyi güzel görünüyor ama çok çiğ duruyor derdik. onlar da iyi olunca çok üst düzeye çıkarmış sinematografisini.&#13;
  ","A real masterpiece in terms of cinematography.You take every plan one by one and examine it in cinematography class.<br/> <br/> The use of compositions and light use is enormous.But in recent years, Color Correction has been the best movie I've ever seen.Especially the fact that the contrast is so intense makes every detail into our eyes.<br/> <br/> Makeup, costume and art design is the biggest supporter of the more legendary of this cinematographic universe.If they weren't for them, it just looked good, but we would say it looks very raw.When they are good, the cinematography that increased it to a very high level. &#13;",1
"
    enfes bir film. sizin canlarınız üzerinden kahramanlık üretmeye kalkan makam sahibi bencil kişilerin gözünde nasıl değersiz olduğunuzu çok iyi anlatmış. savaşın kaybedeni yitip giden bir gençlik ve arkasında dökülen gözyaşları oldu.
  ",It's an exquisite movie.He has explained very well how you are worthless in the eyes of the selfish people who have the authority to produce heroism through your lives.The losing of the war was a youth who lost and tears spilled behind.,1
"
`oscar` tarihinin en çok ödül kazanan yabancı filmi olma özelliği taşır (bunu `parasite`, `fanny and alexander` ve `crouching tiger, hidden dragon` ile paylaşır), nam-ı diğer `all quiet on the western front`. `erich maria remarque`'ın efsanevi eserinin uyarlaması olarak karşımıza çıkar ve türkçede `batı cephesinde yeni bir şey yok` olarak bilinir.<br/><br/>gerçek anlamda bir sinema şölenidir: kamera kullanımı, ışık ve oyunculuklar efsanedir. sinematogrofik anlamda gerçekten çok çok başarılı bir yapımdır. yerden göğe kadar da kazandığı oscar'ları hak etmektedir. hatta bence az bile almıştır.<br/><br/>film çok başarılı. ben şahsen aşırı beğendim. savaşın ne menem bir şey olduğunu çok güzel anlatıyor. üstelik bunu yaparken de olağanüstü kareler paylaşıyor. gerçekten büyülendim.<br/><br/>yönetmen `edward berger`'e şapka çıkartıyorum. çok çok başarılı. sinematografik anlamda ise `james friend` yapılabilecek en iyi işi yapmış bana kalırsa. üzerine ben söz söyleyemem.<br/><br/>`stanley kubrick`'in `paths of glory`'sinden (1957) beri birinci dünya savaşı'nı bu denli güçlü anlatabilen bir film yok deniyor eleştirmenlerce. katılmamak elde değil. özellikle filmin ana karakterinin (paul = `felix kammerer`) fransız askeriyle baş başa kaldığı bomba krateri sahnesi çok başka bir şey. savaşın insana ne yaptırdığı ile insanlığın geçmişten bugüne insanlık için neler öğrendiği karşılaşması yaşatılıyor. orada yutkuna yutkuna izliyorsunuz sahneleri. fazlasıyla gerçekçi, fazlasıyla insani, fazlasıyla vahşi ve fazlasıyla savaş karşıtı.<br/><br/>bu film gerçekten çok başarılı bir savaş karşıtlığı yapıyor. yeni bir şey sunuyor-sunmuyor tartışması yapabilirsiniz, kabul ederim. ancak bunu sunma şekli çok etkileyici. bir de insanlığın tarihten hiç ders çıkarmayıp aynı hataları tekrar tekrar yaptığına şahitlik edince her şey daha anlamlı hale geliyor.<br/><br/>son kez bir sahne için daha saygı duruşunda bulunmak isterim: savaş alanında gençler sapır sapır dökülürken savaşın arka yüzü denebilecek antlaşma masalarında ziyafetlerini çekerlerken attıkları imzalarla hayat kurtarıp hayat bitiren üstdüzey yetkililerin savaştan kopukluğu ve hırslarının sunuluşu da çok etkileyici.<br/><br/>alman sinemasına karşı bir saygı duruşunda bulunmak istiyorum müsaadenizle. bu `dark horse` olarak sayılmış ama oscar'dan dört ödülle dönmüş filme bir şans tanımanızı ve bu pazar gecenizi bir savaş karşıtlığı filmine ayırarak muazzam bir sinematografi ile gününüzü bitirmenizi tavsiye ediyorum.&#13;
  ","`It is the most award-winning foreign film in the history of Oscar (` Parasite`, `Fanny and Alexander` and` Crouching Tiger, Hidden Dragon`, shares with Hidden Dragon).It appears as an adaptation of the legendary work of Erich Maria Remarque and is known as `` There is nothing new on the Western Front 'in Turkish.Cinematogrophic is a really very successful production.He deserves the Oscars he won from the ground to the sky.I even think it has even received a little. <br/> <br/> The film is very successful.I personally liked it.He explains very well what the war is something.Moreover, he shares extraordinary frames in doing so.I really fascinated.Very very successful.In the cinematographic sense, it has done the best job to do `James Friend`.I can't say on it. <br/> <br/> `Stanley Kubri",1
"
    --- `spoiler` ---<br/><br/>filmin efektleri değil ama sahneleri o kadar saçma ki kaskla su boşaltıyolar siperin içinden, çatışan insanlar aşırı yapmacık, filmin başında nutuk çeken adam hitlervari konuşuyo falan etkilemek için, özentilik kokuyo full amk, adam ateş ediyo, sonra kafasından vuruluyo ateş eden, neymiş namlunun ateşini görmüşler ulan o tarihte öyle bi aim mi var amk o mesafeden gece, sanki adam favori savaş filmlerinin favori sahnelerini derleyip film yapmış hype için, adamlar patates soyarken bile yarısının yüzüne kömür sürmüşler amk, hababam sınıfı askerde, savaş yok bişi yok arka planda yüzünüzde kömürün ne işi var, adam çardakta oturmuş mektup okuyo arka planda uçaklar vs atıyo adamın umrunda değil, lan böyle bi durumda siper alıp herkes onları izler lan, adam mayına basmış 100 metre yükseklikte ağaca uçmuş takılmış falan, sonra benzin kokusundan ölmüş bir tabur hepsi aynı yerde camekan mekanda, bi kişi de dememiş camı kıralım, siper savaşlarındaki absürtlüğe gülmekten ölürsüz zaten, adam flamethrower ile adamı yakıyo önünde 100 kişi kaçıyo biri de dönüp ateş ediyim demiyo, ulan filmi yapanlardan bir kişi de mi ince kırmızı hat izlemedi er ryan izlemedi bi kişi de demedi mi yarak gibi olmuş diye, adam arkadaşına bi dakika deyip işemeye gidiyo 5km uzağa amk, olum asker adamlar çıplak dal daşak çalışıyolar lan sıcak havalarda falan beraber, öyle rahat alman askerleri hiç mi tarihi belegsel bakmadınız, fotolara bakmadınız, hiç mi bilginiz yok, direk dönüp çıkarır işer adam.<br/><br/>filmin tek iyi yanı `bach` herhâlde, iyi ekmeğini yediniz almanlar he, koy doğa sahnesi sonra bach'ı al sana dram, ama bok gibi film yani, bizim kara murat serisi daha iyi anasını satayım, daha yığınla saçma sahne var da sayamıycam artık say say bitmez çünkü, filmi bitirdiğime şükrediyorum ben, 11’de ateşkes adam 10.59 da öldü olay bu yani tüm dram bu amk. <br/><br/>filmin puanı 5 tir herhâlde dedim sonradan baktım şok oldum amk, oscar falan almış bir de kafayı yedim, itibar ederdim imdb’ye eskiden ama sanırım artık iyi filmlerin devri bitmiş, insanlar da detaycı değil eskisi gibi, sevmişler baksana ne diyelim.<br/><br/>2/10<br/>--- `spoiler` ---&#13;
  ","--- `spoiler`-<br/> <br/> Not the effects of the film, but the scenes are so ridiculous that the helmet is emptied water through the trench, the people who conflict, the man who suffered at the beginning of the film to influence Hitlervari or something.Full amk, the man fired, then shot in the head of the fire, what they saw the fire of the barrel at that time at that time there is such a bi amk that distance night night, as if the man's favorite war films to compile the favorite scenes of Hype, even when the men robbed potatoesThey drove amk, hababam class soldier, no war in the background in the background of coal on your face, man sitting in the gazebo reads in the background of planes, etc. throwing the man in the background, such a situation in such a situation, the man watches them, the man pressed the mines 100 meters high heightA battalion that died from the smell of gasoline and then a battalion all in the same place, a person did not say a person, let's laugh at the absurdity in the trench wars",1
"
    biz bu filmi daha önce izlemedik mi ya. potpori gibi film
  ",Have we not seen this movie before.Movie like Potpori,1
"
    izlediğim en iyi savaş filmlerinden biri. evet, `saving private ryan` kadar basarili&#13;
  ","One of the best war movies I've ever seen.Yes, Saving Private Ryan is as successful as &#13;",1
"
    1917'nin yanına yaklaşamayan film. dunkirk bile daha iyiydi. altyazıların dandikliğinden mi alman kültürünün farklılığından mı bilmiyorum bütün diyaloglar saçma geldi(netflix, türkçe altyazı). konusu güzel ama sonundaki saçmalıklar olayı gerçeklikten biraz kopardı. biraz da ağır ilerliyor. 7/10 diyorum.
  ","The movie that couldn't get close to 1917.Even Dunkirk was better.I don't know if I don't know if the dignity of the subtitles or the difference of German culture was ridiculous (Netflix, Turkish subtitles).The subject is beautiful, but the end of the nonsense event was a little out of reality.It's a little heavy.I say 7/10.",1
"
    das boot'u geçerek en iyi savaş filmleri listemde birinci olmuştur.
  ",He passed Das Boot and won the first place in my list of best war films.,1
